OrderID,DateKey,ClientID,SKUID,WarehouseID,Quantity,Revenue,COGS,FulfillmentCost,OrderDate,ShipDate,DeliveryDate,PromisedDeliveryDate
12483,20260120,3,15,1,4,17039.84,13133.36,2842.52,2026-01-20,2026-01-21,2026-01-24,2026-01-26
12484,20260120,2,40,4,2,6791.82,5277.74,1835.01,2026-01-20,2026-01-21,2026-01-24,2026-01-25
12485,20260120,1,44,3,4,7050.92,5276.04,1133.71,2026-01-20,2026-01-21,2026-01-23,2026-01-25
12486,20260120,8,35,4,4,12998.44,9347.88,3673.68,2026-01-20,2026-01-25,2026-01-29,2026-01-27
12487,20260120,3,19,1,4,4070.72,2132.96,649.65,2026-01-20,2026-01-22,2026-01-26,2026-01-26
12488,20260120,3,56,2,2,13370.8,10385.22,2827.01,2026-01-20,2026-01-22,2026-01-29,2026-01-26
12489,20260120,5,33,1,3,6143.07,4242.75,807.4,2026-01-20,2026-01-21,2026-01-24,2026-01-26
12490,20260120,11,41,2,2,2338.2,1631.9,518.28,2026-01-20,2026-01-21,2026-01-24,2026-01-25
12491,20260120,6,29,1,1,925.11,689.38,143.7,2026-01-20,2026-01-21,2026-01-24,2026-01-27
12492,20260120,6,9,2,2,2090.68,1316.2,392.95,2026-01-20,2026-01-21,2026-01-24,2026-01-27
12493,20260120,2,57,2,1,2241.3,1783.07,512.33,2026-01-20,2026-01-21,2026-01-23,2026-01-25
12494,20260120,5,46,5,5,6324.6,4490.3,1280.84,2026-01-20,2026-01-21,2026-01-24,2026-01-26
12495,20260120,3,18,1,2,4058.98,3604.5,611.96,2026-01-20,2026-01-25,2026-01-28,2026-01-26
12496,20260120,10,54,5,4,12056.08,8523.36,2571.94,2026-01-20,2026-01-22,2026-01-24,2026-01-26
12497,20260121,5,34,5,1,990.26,771.47,199.54,2026-01-21,2026-01-23,2026-01-25,2026-01-27
12498,20260121,11,9,5,2,2090.68,1316.2,402.46,2026-01-21,2026-01-22,2026-01-25,2026-01-26
12499,20260121,5,41,4,2,2338.2,1631.9,521.81,2026-01-21,2026-01-22,2026-01-24,2026-01-27
12500,20260121,11,40,3,2,6791.82,5277.74,1089.95,2026-01-21,2026-01-23,2026-01-26,2026-01-26
12501,20260121,2,7,5,3,1569.3,887.4,316.71,2026-01-21,2026-01-23,2026-01-25,2026-01-26
12502,20260121,12,57,5,1,2241.3,1783.07,363.73,2026-01-21,2026-01-23,2026-01-25,2026-01-28
12503,20260121,10,19,2,1,1017.68,533.24,207.99,2026-01-21,2026-01-22,2026-01-29,2026-01-27
12504,20260121,1,53,3,1,3013.4,2392.38,445.72,2026-01-21,2026-01-22,2026-01-24,2026-01-26
12505,20260121,12,57,1,5,11206.5,8915.35,1523.08,2026-01-21,2026-01-23,2026-01-26,2026-01-28
12506,20260121,6,48,2,1,1122.08,765.19,249.63,2026-01-21,2026-01-23,2026-01-26,2026-01-28
12507,20260121,11,45,4,5,8776.15,5684.7,2522.58,2026-01-21,2026-01-23,2026-01-26,2026-01-26
12508,20260121,8,1,4,5,1735.2,1095.35,431.01,2026-01-21,2026-01-23,2026-01-26,2026-01-28
12509,20260121,5,40,1,1,3395.91,2638.87,435.18,2026-01-21,2026-01-24,2026-01-27,2026-01-27
12510,20260121,7,5,3,1,789.97,469.53,138.19,2026-01-21,2026-01-23,2026-01-26,2026-01-28
12511,20260121,12,23,5,3,2262.69,1325.31,477.32,2026-01-21,2026-01-22,2026-01-24,2026-01-28
12512,20260121,9,35,1,5,16248.05,11684.85,2733.73,2026-01-21,2026-01-22,2026-01-26,2026-01-28
12513,20260121,5,30,1,3,3534.33,2508.81,466.29,2026-01-21,2026-01-22,2026-01-29,2026-01-27
12514,20260121,3,2,3,4,2564.96,1358.4,452.74,2026-01-21,2026-01-22,2026-01-26,2026-01-27
12515,20260121,1,38,3,4,15363.76,11972.2,2250.21,2026-01-21,2026-01-23,2026-01-25,2026-01-26
12516,20260121,6,41,5,3,3507.3,2447.85,655.42,2026-01-21,2026-01-22,2026-01-26,2026-01-28
12517,20260121,5,8,2,2,1208.42,733.44,274.4,2026-01-21,2026-01-23,2026-01-27,2026-01-27
12518,20260121,3,47,5,1,1409.1,1033.25,243.82,2026-01-21,2026-01-24,2026-01-26,2026-01-27
12519,20260121,3,31,3,5,5411.7,3293.35,832.02,2026-01-21,2026-01-22,2026-01-26,2026-01-27
12520,20260121,8,28,1,3,8204.79,5198.55,1049.53,2026-01-21,2026-01-23,2026-01-25,2026-01-28
12521,20260121,12,21,4,5,1714.05,906.65,490.01,2026-01-21,2026-01-22,2026-01-26,2026-01-28
12522,20260121,6,22,1,5,4733.0,2175.45,623.55,2026-01-21,2026-01-22,2026-01-24,2026-01-28
12523,20260121,10,5,2,4,3159.88,1878.12,628.32,2026-01-21,2026-01-22,2026-01-24,2026-01-27
12524,20260121,4,35,2,2,6499.22,4673.94,1433.45,2026-01-21,2026-01-22,2026-01-24,2026-01-27
12525,20260121,5,3,4,1,1059.1,536.75,231.8,2026-01-21,2026-01-22,2026-01-24,2026-01-27
12526,20260121,7,19,1,2,2035.36,1066.48,338.35,2026-01-21,2026-01-22,2026-01-24,2026-01-28
12527,20260121,7,2,1,4,2564.96,1358.4,337.6,2026-01-21,2026-01-22,2026-01-24,2026-01-28
12528,20260121,4,29,5,5,4625.55,3446.9,993.24,2026-01-21,2026-01-22,2026-01-25,2026-01-27
12529,20260121,10,28,5,2,5469.86,3465.7,1033.42,2026-01-21,2026-01-22,2026-01-29,2026-01-27
12530,20260121,8,3,2,3,3177.3,1610.25,622.7,2026-01-21,2026-01-26,2026-01-29,2026-01-28
12531,20260121,10,32,3,5,12733.55,8949.1,2117.23,2026-01-21,2026-01-23,2026-01-25,2026-01-27
12532,20260121,1,22,4,3,2839.8,1305.27,610.11,2026-01-21,2026-01-22,2026-01-25,2026-01-26
12533,20260121,4,25,1,2,876.4,444.82,151.05,2026-01-21,2026-01-26,2026-01-28,2026-01-27
12534,20260121,4,38,1,5,19204.7,14965.25,3156.43,2026-01-21,2026-01-23,2026-01-30,2026-01-27
12535,20260121,7,9,5,4,4181.36,2632.4,843.86,2026-01-21,2026-01-23,2026-01-27,2026-01-28
12536,20260121,3,36,3,5,15917.7,11711.2,2923.52,2026-01-21,2026-01-23,2026-01-26,2026-01-27
12537,20260121,3,35,4,2,6499.22,4673.94,1756.31,2026-01-21,2026-01-23,2026-01-25,2026-01-27
12538,20260121,11,52,3,4,35622.84,27566.76,6738.87,2026-01-21,2026-01-23,2026-01-26,2026-01-26
12539,20260121,3,16,1,3,11700.96,9294.24,1868.54,2026-01-21,2026-01-24,2026-01-26,2026-01-27
12540,20260121,2,29,5,3,2775.33,2068.14,540.54,2026-01-21,2026-01-23,2026-01-27,2026-01-26
12541,20260121,9,20,3,4,3016.88,1306.84,452.04,2026-01-21,2026-01-23,2026-01-25,2026-01-28
12542,20260121,2,20,5,2,1508.44,653.42,300.29,2026-01-21,2026-01-26,2026-01-29,2026-01-26
12543,20260121,2,43,4,4,5876.52,3551.4,1299.88,2026-01-21,2026-01-24,2026-01-26,2026-01-26
12544,20260121,1,21,1,3,1028.43,543.99,152.28,2026-01-21,2026-01-22,2026-01-24,2026-01-26
12545,20260121,2,15,1,2,8519.92,6566.68,1230.24,2026-01-21,2026-01-22,2026-01-24,2026-01-26
12546,20260121,11,21,2,3,1028.43,543.99,207.69,2026-01-21,2026-01-24,2026-01-26,2026-01-26
12547,20260121,11,6,2,5,7241.3,3607.9,1392.92,2026-01-21,2026-01-22,2026-01-24,2026-01-26
12548,20260121,1,14,1,1,3847.63,2984.18,556.51,2026-01-21,2026-01-22,2026-01-25,2026-01-26
12549,20260121,3,38,1,4,15363.76,11972.2,1982.14,2026-01-21,2026-01-22,2026-01-24,2026-01-27
12550,20260121,5,9,3,3,3136.02,1974.3,555.8,2026-01-21,2026-01-23,2026-01-25,2026-01-27
12551,20260121,4,24,2,3,2539.62,1252.47,507.61,2026-01-21,2026-01-22,2026-01-25,2026-01-27
12552,20260121,4,27,1,3,5778.45,3740.43,892.85,2026-01-21,2026-01-24,2026-01-27,2026-01-27
12553,20260121,12,18,4,3,6088.47,5406.75,1504.95,2026-01-21,2026-01-22,2026-01-24,2026-01-28
12554,20260122,7,45,3,1,1755.23,1136.94,327.88,2026-01-22,2026-01-23,2026-01-25,2026-01-29
12555,20260122,1,17,2,4,3262.64,2824.84,575.4,2026-01-22,2026-01-23,2026-01-25,2026-01-27
12556,20260122,2,59,2,4,13152.84,10704.68,2321.2,2026-01-22,2026-01-23,2026-01-25,2026-01-27
12557,20260122,12,1,2,1,347.04,219.07,67.49,2026-01-22,2026-01-24,2026-01-27,2026-01-29
12558,20260122,11,6,1,2,2896.52,1443.16,384.22,2026-01-22,2026-01-23,2026-01-26,2026-01-27
12559,20260122,9,30,5,4,4712.44,3345.08,932.22,2026-01-22,2026-01-24,2026-01-26,2026-01-29
12560,20260122,2,48,2,2,2244.16,1530.38,479.42,2026-01-22,2026-01-24,2026-01-26,2026-01-27
12561,20260122,7,46,1,5,6324.6,4490.3,845.18,2026-01-22,2026-01-23,2026-01-26,2026-01-29
12562,20260122,4,3,3,4,4236.4,2147.0,807.51,2026-01-22,2026-01-23,2026-01-26,2026-01-28
12563,20260122,3,10,3,1,1210.05,935.22,175.25,2026-01-22,2026-01-24,2026-01-26,2026-01-28
12564,20260122,5,59,3,5,16441.05,13380.85,2725.23,2026-01-22,2026-01-23,2026-01-25,2026-01-28
12565,20260122,11,43,2,1,1469.13,887.85,328.45,2026-01-22,2026-01-24,2026-01-27,2026-01-27
12566,20260122,11,38,3,3,11522.82,8979.15,2093.3,2026-01-22,2026-01-23,2026-01-26,2026-01-27
12567,20260122,9,39,3,2,4902.6,3366.28,724.18,2026-01-22,2026-01-24,2026-01-26,2026-01-29
12568,20260122,11,1,3,2,694.08,438.14,124.55,2026-01-22,2026-01-23,2026-01-30,2026-01-27
12569,20260122,4,42,5,3,7883.73,5851.98,1458.98,2026-01-22,2026-01-24,2026-01-26,2026-01-28
12570,20260122,7,23,4,2,1508.46,883.54,324.12,2026-01-22,2026-01-25,2026-01-27,2026-01-29
12571,20260122,3,11,2,3,12389.19,9650.31,2111.74,2026-01-22,2026-01-24,2026-01-26,2026-01-28
12572,20260122,6,51,4,4,2820.08,1729.0,694.43,2026-01-22,2026-01-23,2026-01-25,2026-01-29
12573,20260122,3,43,3,5,7345.65,4439.25,1393.97,2026-01-22,2026-01-23,2026-01-27,2026-01-28
12574,20260122,6,57,3,5,11206.5,8915.35,2165.61,2026-01-22,2026-01-23,2026-01-30,2026-01-29
12575,20260122,6,34,5,3,2970.78,2314.41,579.93,2026-01-22,2026-01-25,2026-01-27,2026-01-29
12576,20260122,7,34,4,4,3961.04,3085.88,847.12,2026-01-22,2026-01-23,2026-01-27,2026-01-29
12577,20260122,4,42,3,5,13139.55,9753.3,2277.37,2026-01-22,2026-01-23,2026-01-26,2026-01-28
12578,20260122,1,14,1,2,7695.26,5968.36,1155.66,2026-01-22,2026-01-23,2026-01-25,2026-01-27
12579,20260122,12,38,4,1,3840.94,2993.05,818.6,2026-01-22,2026-01-24,2026-01-28,2026-01-29
12580,20260122,12,17,1,1,815.66,706.21,139.44,2026-01-22,2026-01-24,2026-01-26,2026-01-29
12581,20260122,3,14,3,1,3847.63,2984.18,648.45,2026-01-22,2026-01-25,2026-01-28,2026-01-28
12582,20260122,5,55,4,3,31410.15,22371.12,7116.82,2026-01-22,2026-01-24,2026-01-28,2026-01-28
12583,20260122,1,8,1,4,2416.84,1466.88,378.77,2026-01-22,2026-01-23,2026-01-27,2026-01-27
12584,20260122,3,48,3,4,4488.32,3060.76,692.1,2026-01-22,2026-01-24,2026-01-27,2026-01-28
12585,20260122,11,11,3,1,4129.73,3216.77,660.38,2026-01-22,2026-01-23,2026-01-25,2026-01-27
12586,20260122,7,53,2,2,6026.8,4784.76,1073.15,2026-01-22,2026-01-23,2026-01-25,2026-01-29
12587,20260122,10,40,5,4,13583.64,10555.48,2392.68,2026-01-22,2026-01-23,2026-01-27,2026-01-28
12588,20260122,2,45,3,4,7020.92,4547.76,1279.24,2026-01-22,2026-01-24,2026-01-28,2026-01-27
12589,20260122,9,54,3,5,15070.1,10654.2,2528.08,2026-01-22,2026-01-25,2026-01-27,2026-01-29
12590,20260122,7,28,2,3,8204.79,5198.55,1467.23,2026-01-22,2026-01-23,2026-01-30,2026-01-29
12591,20260122,4,3,1,4,4236.4,2147.0,645.21,2026-01-22,2026-01-23,2026-01-26,2026-01-28
12592,20260122,4,2,2,1,641.24,339.6,144.37,2026-01-22,2026-01-23,2026-01-26,2026-01-28
12593,20260122,4,25,2,4,1752.8,889.64,347.4,2026-01-22,2026-01-23,2026-01-26,2026-01-28
12594,20260122,3,27,3,4,7704.6,4987.24,1264.67,2026-01-22,2026-01-27,2026-02-03,2026-01-28
12595,20260122,9,50,3,3,2411.04,1627.23,361.85,2026-01-22,2026-01-23,2026-01-25,2026-01-29
12596,20260122,4,27,1,2,3852.3,2493.62,648.57,2026-01-22,2026-01-25,2026-01-28,2026-01-28
12597,20260122,12,36,3,4,12734.16,9368.96,2045.45,2026-01-22,2026-01-24,2026-01-28,2026-01-29
12598,20260122,9,32,1,3,7640.13,5369.46,1178.23,2026-01-22,2026-01-23,2026-01-27,2026-01-29
12599,20260122,7,53,1,3,9040.2,7177.14,1223.5,2026-01-22,2026-01-24,2026-01-28,2026-01-29
12600,20260122,6,31,2,4,4329.36,2634.68,776.55,2026-01-22,2026-01-23,2026-01-25,2026-01-29
12601,20260122,7,22,1,2,1893.2,870.18,269.49,2026-01-22,2026-01-23,2026-01-25,2026-01-29
12602,20260122,6,10,3,5,6050.25,4676.1,888.54,2026-01-22,2026-01-23,2026-01-25,2026-01-29
12603,20260122,8,46,2,4,5059.68,3592.24,1147.46,2026-01-22,2026-01-23,2026-01-25,2026-01-29
12604,20260122,8,46,5,3,3794.76,2694.18,701.42,2026-01-22,2026-01-24,2026-01-28,2026-01-29
12605,20260122,11,48,2,3,3366.24,2295.57,688.06,2026-01-22,2026-01-23,2026-01-25,2026-01-27
12606,20260122,10,30,2,4,4712.44,3345.08,908.75,2026-01-22,2026-01-23,2026-01-26,2026-01-28
12607,20260122,1,11,2,1,4129.73,3216.77,761.3,2026-01-22,2026-01-23,2026-01-25,2026-01-27
12608,20260122,6,5,5,3,2369.91,1408.59,424.97,2026-01-22,2026-01-23,2026-01-26,2026-01-29
12609,20260122,3,57,2,2,4482.6,3566.14,828.29,2026-01-22,2026-01-27,2026-01-29,2026-01-28
12610,20260122,12,6,1,5,7241.3,3607.9,1225.79,2026-01-22,2026-01-23,2026-01-25,2026-01-29
12611,20260122,7,40,4,4,13583.64,10555.48,3353.0,2026-01-22,2026-01-23,2026-01-25,2026-01-29
12612,20260122,8,43,5,3,4407.39,2663.55,916.23,2026-01-22,2026-01-23,2026-01-26,2026-01-29
12613,20260122,1,56,2,2,13370.8,10385.22,2355.47,2026-01-22,2026-01-24,2026-01-26,2026-01-27
12614,20260122,4,25,3,2,876.4,444.82,131.38,2026-01-22,2026-01-24,2026-01-27,2026-01-28
12615,20260123,12,49,3,4,9310.76,5759.84,1384.77,2026-01-23,2026-01-24,2026-01-26,2026-01-30
12616,20260123,10,49,5,4,9310.76,5759.84,1823.0,2026-01-23,2026-01-26,2026-01-29,2026-01-29
12617,20260123,1,9,3,5,5226.7,3290.5,792.67,2026-01-23,2026-01-24,2026-01-28,2026-01-28
12618,20260123,2,46,3,5,6324.6,4490.3,1171.58,2026-01-23,2026-01-25,2026-01-27,2026-01-28
12619,20260123,9,28,5,5,13674.65,8664.25,2208.61,2026-01-23,2026-01-24,2026-01-27,2026-01-30
12620,20260123,5,23,1,5,3771.15,2208.85,624.92,2026-01-23,2026-01-24,2026-01-27,2026-01-29
12621,20260123,10,7,5,4,2092.4,1183.2,425.99,2026-01-23,2026-01-24,2026-01-26,2026-01-29
12622,20260123,4,31,5,1,1082.34,658.67,181.12,2026-01-23,2026-01-25,2026-01-29,2026-01-29
12623,20260123,2,7,1,4,2092.4,1183.2,285.76,2026-01-23,2026-01-24,2026-01-28,2026-01-28
12624,20260123,8,33,2,1,2047.69,1414.25,365.72,2026-01-23,2026-01-25,2026-01-27,2026-01-30
12625,20260123,6,58,3,2,21666.46,15794.5,3872.01,2026-01-23,2026-01-25,2026-01-27,2026-01-30
12626,20260123,10,44,3,4,7050.92,5276.04,1215.05,2026-01-23,2026-01-26,2026-01-29,2026-01-29
12627,20260123,2,23,5,4,3016.92,1767.08,569.07,2026-01-23,2026-01-24,2026-01-27,2026-01-28
12628,20260123,9,2,3,5,3206.2,1698.0,511.93,2026-01-23,2026-01-24,2026-01-26,2026-01-30
12629,20260123,12,37,3,4,10283.96,7668.76,1572.79,2026-01-23,2026-01-25,2026-01-27,2026-01-30
12630,20260123,7,56,3,4,26741.6,20770.44,4561.88,2026-01-23,2026-01-24,2026-01-26,2026-01-30
12631,20260123,2,4,5,2,2193.24,1241.58,361.77,2026-01-23,2026-01-24,2026-01-26,2026-01-28
12632,20260123,2,8,3,3,1812.63,1100.16,303.78,2026-01-23,2026-01-24,2026-01-26,2026-01-28
12633,20260123,10,13,3,4,23144.72,19516.08,3952.97,2026-01-23,2026-01-24,2026-01-31,2026-01-29
12634,20260123,7,49,1,2,4655.38,2879.92,650.12,2026-01-23,2026-01-24,2026-01-26,2026-01-30
12635,20260123,11,27,3,3,5778.45,3740.43,854.6,2026-01-23,2026-01-26,2026-01-28,2026-01-28
12636,20260123,8,41,3,2,2338.2,1631.9,347.35,2026-01-23,2026-01-25,2026-01-27,2026-01-30
12637,20260123,9,6,2,1,1448.26,721.58,270.42,2026-01-23,2026-01-24,2026-01-26,2026-01-30
12638,20260123,2,48,5,5,5610.4,3825.95,1171.26,2026-01-23,2026-01-24,2026-01-26,2026-01-28
12639,20260123,2,44,2,5,8813.65,6595.05,2018.91,2026-01-23,2026-01-25,2026-01-27,2026-01-28
12640,20260123,11,11,4,3,12389.19,9650.31,3280.2,2026-01-23,2026-01-24,2026-01-26,2026-01-28
12641,20260123,1,33,5,5,10238.45,7071.25,1955.07,2026-01-23,2026-01-24,2026-01-26,2026-01-28
12642,20260123,2,51,1,3,2115.06,1296.75,327.46,2026-01-23,2026-01-24,2026-01-26,2026-01-28
12643,20260123,5,34,4,3,2970.78,2314.41,683.62,2026-01-23,2026-01-26,2026-01-30,2026-01-29
12644,20260123,11,27,3,3,5778.45,3740.43,854.25,2026-01-23,2026-01-26,2026-01-28,2026-01-28
12645,20260123,4,38,3,5,19204.7,14965.25,2875.33,2026-01-23,2026-01-24,2026-01-28,2026-01-29
12646,20260123,11,38,3,4,15363.76,11972.2,2636.27,2026-01-23,2026-01-24,2026-01-27,2026-01-28
12647,20260123,8,51,1,3,2115.06,1296.75,288.37,2026-01-23,2026-01-24,2026-01-26,2026-01-30
12648,20260123,11,45,4,4,7020.92,4547.76,1882.7,2026-01-23,2026-01-26,2026-01-28,2026-01-28
12649,20260123,12,47,2,4,5636.4,4133.0,1039.96,2026-01-23,2026-01-24,2026-01-26,2026-01-30
12650,20260123,11,45,5,5,8776.15,5684.7,1878.04,2026-01-23,2026-01-24,2026-01-26,2026-01-28
12651,20260123,6,48,2,1,1122.08,765.19,243.38,2026-01-23,2026-01-25,2026-01-28,2026-01-30
12652,20260123,9,22,1,4,3786.4,1740.36,495.9,2026-01-23,2026-01-24,2026-01-26,2026-01-30
12653,20260123,4,3,5,4,4236.4,2147.0,792.78,2026-01-23,2026-01-24,2026-01-28,2026-01-29
12654,20260123,9,30,1,2,2356.22,1672.54,331.39,2026-01-23,2026-01-26,2026-01-30,2026-01-30
12655,20260123,8,53,5,5,15067.0,11961.9,2661.35,2026-01-23,2026-01-24,2026-01-27,2026-01-30
12656,20260123,12,49,3,1,2327.69,1439.96,361.93,2026-01-23,2026-01-24,2026-01-28,2026-01-30
12657,20260123,3,13,3,3,17358.54,14637.06,2868.96,2026-01-23,2026-01-24,2026-01-28,2026-01-29
12658,20260123,12,37,3,5,12854.95,9585.95,2404.17,2026-01-23,2026-01-24,2026-01-27,2026-01-30
12659,20260123,2,9,2,4,4181.36,2632.4,961.47,2026-01-23,2026-01-26,2026-01-30,2026-01-28
12660,20260123,2,4,5,5,5483.1,3103.95,961.1,2026-01-23,2026-01-25,2026-01-27,2026-01-28
12661,20260123,2,11,3,4,16518.92,12867.08,3148.99,2026-01-23,2026-01-24,2026-01-26,2026-01-28
12662,20260123,5,22,1,4,3786.4,1740.36,596.42,2026-01-23,2026-01-24,2026-01-26,2026-01-29
12663,20260123,3,42,5,2,5255.82,3901.32,1001.11,2026-01-23,2026-01-24,2026-01-26,2026-01-29
12664,20260123,4,29,3,2,1850.22,1378.76,275.72,2026-01-23,2026-01-24,2026-01-31,2026-01-29
12665,20260123,7,31,1,2,2164.68,1317.34,343.53,2026-01-23,2026-01-24,2026-01-27,2026-01-30
12666,20260123,5,57,5,2,4482.6,3566.14,775.23,2026-01-23,2026-01-24,2026-01-27,2026-01-29
12667,20260123,12,46,4,3,3794.76,2694.18,1043.99,2026-01-23,2026-01-24,2026-01-26,2026-01-30
12668,20260123,9,10,2,5,6050.25,4676.1,1159.82,2026-01-23,2026-01-24,2026-01-27,2026-01-30
12669,20260123,2,27,2,3,5778.45,3740.43,1177.62,2026-01-23,2026-01-26,2026-01-30,2026-01-28
12670,20260123,2,2,3,2,1282.48,679.2,232.95,2026-01-23,2026-01-24,2026-01-28,2026-01-28
12671,20260123,3,40,1,3,10187.73,7916.61,1572.73,2026-01-23,2026-01-24,2026-01-26,2026-01-29
12672,20260123,2,57,2,3,6723.9,5349.21,1294.8,2026-01-23,2026-01-24,2026-01-28,2026-01-28
12673,20260124,12,22,1,5,4733.0,2175.45,755.34,2026-01-24,2026-01-25,2026-01-27,2026-01-31
12674,20260124,9,9,5,2,2090.68,1316.2,415.97,2026-01-24,2026-01-25,2026-01-29,2026-01-31
12675,20260124,9,8,2,3,1812.63,1100.16,375.42,2026-01-24,2026-01-26,2026-01-29,2026-01-31
12676,20260124,8,16,1,2,7800.64,6196.16,1032.42,2026-01-24,2026-01-26,2026-01-29,2026-01-31
12677,20260124,6,27,4,5,9630.75,6234.05,2049.16,2026-01-24,2026-01-25,2026-01-28,2026-01-31
12678,20260124,5,33,3,4,8190.76,5657.0,1597.78,2026-01-24,2026-01-25,2026-01-27,2026-01-30
12679,20260124,11,45,3,4,7020.92,4547.76,1015.3,2026-01-24,2026-01-29,2026-02-01,2026-01-29
12680,20260124,8,11,3,3,12389.19,9650.31,1924.1,2026-01-24,2026-01-26,2026-01-29,2026-01-31
12681,20260124,9,46,4,3,3794.76,2694.18,1012.22,2026-01-24,2026-01-25,2026-01-29,2026-01-31
12682,20260124,4,54,2,1,3014.02,2130.84,557.8,2026-01-24,2026-01-25,2026-01-27,2026-01-30
12683,20260124,11,1,1,1,347.04,219.07,44.51,2026-01-24,2026-01-26,2026-01-29,2026-01-29
12684,20260124,1,12,4,1,4616.82,3783.79,990.7,2026-01-24,2026-01-25,2026-01-28,2026-01-29
12685,20260124,4,25,2,1,438.2,222.41,100.37,2026-01-24,2026-01-25,2026-01-27,2026-01-30
12686,20260124,10,51,3,2,1410.04,864.5,256.52,2026-01-24,2026-01-26,2026-01-28,2026-01-30
12687,20260124,12,23,1,3,2262.69,1325.31,325.0,2026-01-24,2026-01-26,2026-01-28,2026-01-31
12688,20260124,3,50,3,5,4018.4,2712.05,595.81,2026-01-24,2026-01-25,2026-02-01,2026-01-30
12689,20260124,9,42,1,5,13139.55,9753.3,1989.24,2026-01-24,2026-01-25,2026-01-27,2026-01-31
12690,20260124,11,46,4,4,5059.68,3592.24,1288.31,2026-01-24,2026-01-25,2026-01-28,2026-01-29
12691,20260124,12,13,4,2,11572.36,9758.04,3273.49,2026-01-24,2026-01-26,2026-01-28,2026-01-31
12692,20260124,9,59,3,4,13152.84,10704.68,1901.64,2026-01-24,2026-01-25,2026-01-27,2026-01-31
12693,20260124,11,26,5,2,6061.74,3964.38,1103.07,2026-01-24,2026-01-25,2026-01-27,2026-01-29
12694,20260124,2,42,2,4,10511.64,7802.64,2051.23,2026-01-24,2026-01-25,2026-01-29,2026-01-29
12695,20260124,12,55,1,2,20940.1,14914.08,2968.09,2026-01-24,2026-01-25,2026-01-27,2026-01-31
12696,20260124,2,27,2,5,9630.75,6234.05,1716.46,2026-01-24,2026-01-25,2026-01-28,2026-01-29
12697,20260124,7,54,4,1,3014.02,2130.84,719.71,2026-01-24,2026-01-25,2026-01-29,2026-01-31
12698,20260124,2,42,1,4,10511.64,7802.64,1470.81,2026-01-24,2026-01-26,2026-01-28,2026-01-29
12699,20260124,10,50,2,4,3214.72,2169.64,738.16,2026-01-24,2026-01-25,2026-01-27,2026-01-30
12700,20260124,10,46,4,3,3794.76,2694.18,1063.52,2026-01-24,2026-01-25,2026-01-27,2026-01-30
12701,20260124,3,52,4,3,26717.13,20675.07,6587.15,2026-01-24,2026-01-26,2026-01-28,2026-01-30
12702,20260124,2,47,3,2,2818.2,2066.5,457.0,2026-01-24,2026-01-25,2026-01-27,2026-01-29
12703,20260124,8,26,1,2,6061.74,3964.38,932.86,2026-01-24,2026-01-25,2026-01-27,2026-01-31
12704,20260124,7,43,2,2,2938.26,1775.7,613.31,2026-01-24,2026-01-27,2026-01-29,2026-01-31
12705,20260124,12,6,1,2,2896.52,1443.16,397.48,2026-01-24,2026-01-25,2026-01-29,2026-01-31
12706,20260125,10,10,3,1,1210.05,935.22,191.23,2026-01-25,2026-01-27,2026-01-29,2026-01-31
12707,20260125,3,49,5,5,11638.45,7199.8,2010.21,2026-01-25,2026-01-27,2026-01-30,2026-01-31
12708,20260125,8,17,2,3,2446.98,2118.63,434.03,2026-01-25,2026-01-26,2026-01-28,2026-02-01
12709,20260125,5,16,3,2,7800.64,6196.16,1410.9,2026-01-25,2026-01-26,2026-01-29,2026-01-31
12710,20260125,9,16,1,3,11700.96,9294.24,1884.88,2026-01-25,2026-01-27,2026-01-29,2026-02-01
12711,20260125,6,35,3,2,6499.22,4673.94,1096.76,2026-01-25,2026-01-26,2026-01-28,2026-02-01
12712,20260125,12,48,5,2,2244.16,1530.38,429.2,2026-01-25,2026-01-26,2026-01-28,2026-02-01
12713,20260125,5,19,2,2,2035.36,1066.48,432.46,2026-01-25,2026-01-26,2026-01-28,2026-01-31
12714,20260125,2,40,4,4,13583.64,10555.48,2920.18,2026-01-25,2026-01-28,2026-01-30,2026-01-30
12715,20260125,3,43,5,5,7345.65,4439.25,1346.27,2026-01-25,2026-01-27,2026-02-03,2026-01-31
12716,20260125,12,58,3,1,10833.23,7897.25,2065.85,2026-01-25,2026-01-27,2026-01-30,2026-02-01
12717,20260125,12,41,1,4,4676.4,3263.8,628.38,2026-01-25,2026-01-26,2026-01-29,2026-02-01
12718,20260125,6,28,2,2,5469.86,3465.7,1001.19,2026-01-25,2026-01-28,2026-01-30,2026-02-01
12719,20260125,7,32,5,2,5093.42,3579.64,1111.57,2026-01-25,2026-01-26,2026-01-28,2026-02-01
12720,20260125,3,2,4,4,2564.96,1358.4,590.29,2026-01-25,2026-01-27,2026-01-29,2026-01-31
12721,20260125,4,38,2,5,19204.7,14965.25,3982.35,2026-01-25,2026-01-26,2026-01-30,2026-01-31
12722,20260125,9,45,2,4,7020.92,4547.76,1307.59,2026-01-25,2026-01-26,2026-01-28,2026-02-01
12723,20260125,1,22,3,5,4733.0,2175.45,839.33,2026-01-25,2026-01-27,2026-01-31,2026-01-30
12724,20260125,9,10,1,1,1210.05,935.22,180.42,2026-01-25,2026-01-26,2026-01-28,2026-02-01
12725,20260125,12,19,4,2,2035.36,1066.48,464.6,2026-01-25,2026-01-27,2026-01-29,2026-02-01
