OrderID,CostTypeID,Amount
10300,4,962.53
10300,5,184.53
10301,1,251.3
10301,2,134.43
10301,3,100.2
10301,4,170.9
10301,5,31.97
10302,1,159.13
10302,2,89.5
10302,3,61.28
10302,4,111.71
10302,5,21.54
10303,1,658.57
10303,2,383.8
10303,3,336.26
10303,4,502.35
10303,5,92.56
10304,1,154.44
10304,2,84.17
10304,3,61.4
10304,4,110.05
10304,5,19.92
10305,1,163.71
10305,2,103.77
10305,3,70.58
10305,4,134.51
10305,5,23.61
10306,1,163.37
10306,2,95.29
10306,3,72.65
10306,4,116.93
10306,5,22.85
10307,1,182.02
10307,2,116.74
10307,3,89.76
10307,4,130.02
10307,5,31.58
10308,1,204.44
10308,2,106.22
10308,3,91.07
10308,4,135.26
10308,5,26.76
10309,1,199.5
10309,2,125.99
10309,3,90.67
10309,4,165.24
10309,5,29.03
10310,1,183.73
10310,2,93.1
10310,3,77.23
10310,4,131.86
10310,5,22.69
10311,1,615.79
10311,2,396.27
10311,3,293.94
10311,4,471.89
10311,5,90.03
10312,1,793.76
10312,2,415.24
10312,3,361.13
10312,4,578.49
10312,5,112.84
10313,1,269.13
10313,2,149.72
10313,3,115.38
10313,4,179.45
10313,5,35.16
10314,1,518.36
10314,2,306.99
10314,3,253.69
10314,4,398.89
10314,5,70.27
10315,1,612.99
10315,2,378.54
10315,3,297.39
10315,4,485.58
10315,5,100.36
10316,1,118.45
10316,2,74.05
10316,3,58.75
10316,4,97.91
10316,5,16.84
10317,1,93.21
10317,2,52.05
10317,3,36.01
10317,4,58.24
10317,5,13.5
10318,1,71.67
10318,2,39.14
10318,3,32.01
10318,4,53.14
10318,5,11.64
10319,1,825.9
10319,2,498.84
10319,3,371.52
10319,4,605.67
10319,5,123.45
10320,1,861.59
10320,2,553.86
10320,3,417.35
10320,4,645.98
10320,5,120.17
10321,1,1015.84
10321,2,611.58
10321,3,522.35
10321,4,785.82
10321,5,175.86
10322,1,545.23
10322,2,314.5
10322,3,246.72
10322,4,448.41
10322,5,88.9
10323,1,80.97
10323,2,53.64
10323,3,35.64
10323,4,62.4
10323,5,13.12
10324,1,463.93
10324,2,228.02
10324,3,190.57
10324,4,298.96
10324,5,60.31
10325,1,46.51
10325,2,25.97
10325,3,18.79
10325,4,34.97
10325,5,6.19
10326,1,857.19
10326,2,478.02
10326,3,413.03
10326,4,609.84
10326,5,131.75
10327,1,279.51
10327,2,165.64
10327,3,125.21
10327,4,236.32
10327,5,42.62
10328,1,77.23
10328,2,43.48
10328,3,31.22
10328,4,55.16
10328,5,11.68
10329,1,76.05
10329,2,41.65
10329,3,35.28
10329,4,49.34
10329,5,10.25
10330,1,379.8
10330,2,186.23
10330,3,138.32
10330,4,226.24
10330,5,49.4
10331,1,217.4
10331,2,118.01
10331,3,103.47
10331,4,174.36
10331,5,33.94
10332,1,199.14
10332,2,137.58
10332,3,92.92
10332,4,148.75
10332,5,33.04
10333,1,185.5
10333,2,107.42
10333,3,77.56
10333,4,151.21
10333,5,27.2
10334,1,1226.46
10334,2,682.27
10334,3,509.87
10334,4,855.04
10334,5,194.59
10335,1,216.46
10335,2,116.98
10335,3,98.04
10335,4,148.26
10335,5,34.79
10336,1,402.38
10336,2,217.61
10336,3,173.62
10336,4,266.52
10336,5,54.23
10337,1,215.18
10337,2,107.72
10337,3,78.01
10337,4,142.96
10337,5,26.29
10338,1,282.15
10338,2,178.91
10338,3,131.24
10338,4,211.41
10338,5,41.85
10339,1,2993.52
10339,2,1432.16
10339,3,1110.31
10339,4,1924.15
10339,5,431.29
10340,1,668.91
10340,2,404.89
10340,3,290.15
10340,4,485.82
10340,5,100.7
10341,1,59.53
10341,2,39.82
10341,3,27.1
10341,4,42.97
10341,5,8.58
10342,1,207.9
10342,2,103.69
10342,3,81.99
10342,4,128.8
10342,5,27.87
10343,1,524.02
10343,2,260.19
10343,3,219.57
10343,4,356.08
10343,5,74.78
10344,1,813.17
10344,2,517.07
10344,3,380.84
10344,4,596.76
10344,5,131.89
10345,1,556.09
10345,2,332.02
10345,3,243.94
10345,4,469.17
10345,5,80.74
10346,1,120.72
10346,2,67.72
10346,3,46.03
10346,4,90.4
10346,5,16.47
10347,1,239.91
10347,2,148.79
10347,3,119.85
10347,4,184.96
10347,5,40.05
10348,1,3134.19
10348,2,1789.22
10348,3,1450.96
10348,4,2561.01
10348,5,450.06
10349,1,1341.64
10349,2,766.33
10349,3,614.24
10349,4,940.84
10349,5,194.04
10350,1,584.89
10350,2,341.19
10350,3,258.11
10350,4,393.16
10350,5,82.15
10351,1,484.46
10351,2,305.04
10351,3,233.02
10351,4,334.55
10351,5,66.64
10352,1,129.41
10352,2,84.58
10352,3,61.61
10352,4,101.87
10352,5,22.12
10353,1,60.13
10353,2,29.46
10353,3,24.76
10353,4,39.6
10353,5,8.25
10354,1,66.21
10354,2,40.59
10354,3,30.57
10354,4,46.31
10354,5,10.26
10355,1,170.75
10355,2,90.48
10355,3,73.75
10355,4,129.01
10355,5,21.29
10356,1,185.14
10356,2,127.97
10356,3,88.08
10356,4,145.56
10356,5,26.76
10357,1,1755.86
10357,2,1088.66
10357,3,814.01
10357,4,1387.58
10357,5,254.47
10358,1,93.87
10358,2,48.97
10358,3,37.13
10358,4,70.79
10358,5,12.88
10359,1,295.9
10359,2,168.68
10359,3,112.46
10359,4,197.43
10359,5,37.83
10360,1,548.0
10360,2,290.69
10360,3,226.53
10360,4,359.58
10360,5,78.35
10361,1,77.73
10361,2,47.84
10361,3,34.0
10361,4,59.04
10361,5,10.14
10362,1,66.58
10362,2,32.89
10362,3,25.61
10362,4,40.1
10362,5,9.15
10363,1,102.63
10363,2,66.28
10363,3,45.02
10363,4,73.18
10363,5,15.42
10364,1,323.21
10364,2,181.97
10364,3,140.75
10364,4,228.83
10364,5,47.13
10365,1,263.44
10365,2,151.16
10365,3,103.47
10365,4,177.1
10365,5,36.29
10366,1,182.24
10366,2,107.08
10366,3,84.88
10366,4,123.88
10366,5,24.72
10367,1,288.1
10367,2,153.12
10367,3,129.18
10367,4,178.07
10367,5,39.28
10368,1,124.84
10368,2,79.54
10368,3,53.73
10368,4,95.56
10368,5,19.35
10369,1,389.25
10369,2,231.53
10369,3,158.69
10369,4,304.34
10369,5,55.22
10370,1,36.49
10370,2,21.96
10370,3,15.78
10370,4,27.39
10370,5,5.25
10371,1,942.62
10371,2,543.78
10371,3,421.76
10371,4,747.94
10371,5,127.55
10372,1,355.99
10372,2,217.0
10372,3,172.04
10372,4,285.09
10372,5,52.51
10373,1,59.44
10373,2,33.07
10373,3,27.64
10373,4,46.07
10373,5,8.77
10374,1,40.34
10374,2,22.78
10374,3,16.35
10374,4,27.65
10374,5,5.88
10375,1,62.02
10375,2,37.88
10375,3,29.75
10375,4,51.58
10375,5,9.38
10376,1,203.04
10376,2,113.41
10376,3,79.99
10376,4,136.32
10376,5,29.43
10377,1,635.6
10377,2,325.5
10377,3,272.38
10377,4,484.37
10377,5,95.33
10378,1,167.19
10378,2,83.5
10378,3,73.21
10378,4,114.53
10378,5,22.52
10379,1,424.9
10379,2,239.5
10379,3,163.84
10379,4,274.71
10379,5,54.35
10380,1,225.36
10380,2,142.38
10380,3,97.48
10380,4,162.44
10380,5,34.97
10381,1,214.83
10381,2,125.21
10381,3,96.71
10381,4,171.54
10381,5,32.39
10382,1,298.83
10382,2,162.85
10382,3,129.81
10382,4,205.44
10382,5,42.7
10383,1,144.57
10383,2,95.61
10383,3,61.8
10383,4,102.3
10383,5,23.25
10384,1,831.69
10384,2,445.18
10384,3,330.67
10384,4,532.37
10384,5,112.16
10385,1,408.76
10385,2,226.01
10385,3,157.85
10385,4,263.3
10385,5,59.63
10386,1,111.05
10386,2,66.64
10386,3,42.76
10386,4,82.8
10386,5,16.5
10387,1,108.02
10387,2,57.76
10387,3,42.5
10387,4,68.86
10387,5,16.57
10388,1,166.89
10388,2,103.91
10388,3,73.1
10388,4,124.64
10388,5,22.49
10389,1,842.77
10389,2,455.27
10389,3,370.94
10389,4,628.34
10389,5,117.93
10390,1,1197.81
10390,2,683.86
10390,3,510.87
10390,4,962.83
10390,5,188.16
10391,1,1408.37
10391,2,725.22
10391,3,550.67
10391,4,1045.22
10391,5,173.74
10392,1,1002.55
10392,2,489.36
10392,3,433.39
10392,4,641.41
10392,5,120.59
10393,1,969.48
10393,2,559.35
10393,3,415.31
10393,4,609.11
10393,5,146.71
10394,1,761.74
10394,2,419.91
10394,3,322.08
10394,4,535.14
10394,5,94.65
10395,1,308.98
10395,2,189.42
10395,3,151.48
10395,4,233.55
10395,5,47.05
10396,1,385.84
10396,2,229.78
10396,3,177.47
10396,4,283.82
10396,5,54.0
10397,1,134.13
10397,2,73.87
10397,3,62.45
10397,4,94.23
10397,5,20.52
10398,1,469.66
10398,2,313.55
10398,3,225.25
10398,4,354.79
10398,5,75.65
10399,1,353.98
10399,2,192.45
10399,3,147.4
10399,4,224.66
10399,5,52.36
10400,1,1154.64
10400,2,724.26
10400,3,562.13
10400,4,828.77
10400,5,160.55
10401,1,1984.56
10401,2,1136.55
10401,3,806.49
10401,4,1464.45
10401,5,259.87
10402,1,48.59
10402,2,30.77
10402,3,21.98
10402,4,35.71
10402,5,7.72
10403,1,209.77
10403,2,115.54
10403,3,94.65
10403,4,162.35
10403,5,31.02
10404,1,481.78
10404,2,250.34
10404,3,203.0
10404,4,313.42
10404,5,64.1
10405,1,168.53
10405,2,93.08
10405,3,77.57
10405,4,129.75
10405,5,24.07
10406,1,88.29
10406,2,50.65
10406,3,35.64
10406,4,61.21
10406,5,12.29
10407,1,238.54
10407,2,120.44
10407,3,95.2
10407,4,172.59
10407,5,33.22
10408,1,288.61
10408,2,168.83
10408,3,120.26
10408,4,188.34
10408,5,37.62
10409,1,297.49
10409,2,169.16
10409,3,142.49
10409,4,235.37
10409,5,42.45
10410,1,230.18
10410,2,153.35
10410,3,107.27
10410,4,178.87
10410,5,34.46
10411,1,655.69
10411,2,391.72
10411,3,306.09
10411,4,434.23
10411,5,93.74
10412,1,199.64
10412,2,106.82
10412,3,79.65
10412,4,152.35
10412,5,31.09
10413,1,274.67
10413,2,151.5
10413,3,131.36
10413,4,219.4
10413,5,44.36
10414,1,1115.17
10414,2,698.42
10414,3,548.23
10414,4,865.3
10414,5,177.37
10415,1,868.19
10415,2,560.95
10415,3,406.32
10415,4,618.05
10415,5,119.88
10416,1,893.05
10416,2,511.98
10416,3,364.73
10416,4,634.46
10416,5,136.47
10417,1,638.22
10417,2,353.64
10417,3,280.24
10417,4,497.62
10417,5,87.02
10418,1,364.87
10418,2,179.66
10418,3,156.86
10418,4,218.74
10418,5,45.57
10419,1,217.01
10419,2,125.3
10419,3,84.99
10419,4,163.99
10419,5,30.12
10420,1,416.68
10420,2,225.79
10420,3,157.84
10420,4,302.36
10420,5,56.83
10421,1,432.14
10421,2,224.31
10421,3,178.17
10421,4,316.01
10421,5,60.9
10422,1,277.92
10422,2,159.18
10422,3,125.05
10422,4,203.46
10422,5,41.27
10423,1,4766.15
10423,2,2789.25
10423,3,2087.47
10423,4,3745.69
10423,5,721.32
10424,1,153.68
10424,2,93.42
10424,3,70.72
10424,4,103.78
10424,5,20.56
10425,1,254.72
10425,2,140.37
10425,3,102.4
10425,4,192.47
10425,5,34.28
10426,1,1401.97
10426,2,829.38
10426,3,546.56
10426,4,981.21
10426,5,208.29
10427,1,495.53
10427,2,329.47
10427,3,245.86
10427,4,403.04
10427,5,78.57
10428,1,200.3
10428,2,119.08
10428,3,82.32
10428,4,135.29
10428,5,25.52
10429,1,62.51
10429,2,37.28
10429,3,24.67
10429,4,39.2
10429,5,8.55
10430,1,525.55
10430,2,278.93
10430,3,205.55
10430,4,344.05
10430,5,66.2
10431,1,738.89
10431,2,445.57
10431,3,328.33
10431,4,551.77
10431,5,93.49
10432,1,205.07
10432,2,121.23
10432,3,86.81
10432,4,129.65
10432,5,27.38
10433,1,1309.73
10433,2,642.44
10433,3,553.01
10433,4,877.24
10433,5,166.66
10434,1,79.31
10434,2,46.77
10434,3,38.27
10434,4,57.29
10434,5,11.44
10435,1,220.35
10435,2,142.17
10435,3,107.93
10435,4,173.36
10435,5,30.85
10436,1,181.76
10436,2,105.39
10436,3,79.34
10436,4,130.36
10436,5,26.18
10437,1,29.54
10437,2,16.02
10437,3,11.85
10437,4,22.27
10437,5,4.24
10438,1,322.08
10438,2,185.27
10438,3,128.85
10438,4,235.76
10438,5,48.59
10439,1,234.74
10439,2,138.45
10439,3,93.8
10439,4,182.88
10439,5,35.44
10440,1,667.29
10440,2,390.46
10440,3,252.91
10440,4,410.99
10440,5,92.34
10441,1,1120.12
10441,2,699.98
10441,3,506.53
10441,4,941.79
10441,5,158.58
10442,1,85.84
10442,2,45.88
10442,3,31.27
10442,4,58.95
10442,5,11.98
10443,1,247.0
10443,2,131.98
10443,3,94.09
10443,4,172.14
10443,5,32.86
10444,1,133.8
10444,2,85.73
10444,3,66.42
10444,4,98.35
10444,5,19.45
10445,1,1220.29
10445,2,744.09
10445,3,544.97
10445,4,971.45
10445,5,195.9
10446,1,1590.09
10446,2,1020.95
10446,3,722.62
10446,4,1117.48
10446,5,220.58
10447,1,171.55
10447,2,86.93
10447,3,61.52
10447,4,105.09
10447,5,20.99
10448,1,1022.35
10448,2,603.87
10448,3,442.16
10448,4,770.42
10448,5,136.75
10449,1,2114.0
10449,2,1227.23
10449,3,934.69
10449,4,1307.36
10449,5,310.05
10450,1,145.49
10450,2,89.18
10450,3,73.1
10450,4,108.15
10450,5,20.95
10451,1,439.29
10451,2,291.42
10451,3,209.52
10451,4,305.17
10451,5,61.01
10452,1,521.43
10452,2,248.07
10452,3,214.67
10452,4,367.11
10452,5,66.53
10453,1,496.61
10453,2,278.51
10453,3,225.75
10453,4,377.42
10453,5,70.79
10454,1,731.63
10454,2,372.8
10454,3,306.63
10454,4,476.94
10454,5,103.77
10455,1,205.23
10455,2,128.58
10455,3,92.41
10455,4,161.45
10455,5,32.17
10456,1,482.43
10456,2,274.82
10456,3,188.58
10456,4,332.07
10456,5,63.3
10457,1,449.56
10457,2,262.01
10457,3,175.45
10457,4,324.1
10457,5,56.24
10458,1,153.86
10458,2,87.03
10458,3,74.05
10458,4,113.93
10458,5,23.28
10459,1,623.84
10459,2,326.14
10459,3,256.77
10459,4,441.56
10459,5,79.7
10460,1,117.38
10460,2,66.94
10460,3,56.38
10460,4,82.7
10460,5,17.92
10461,1,124.74
10461,2,71.54
10461,3,54.16
10461,4,92.87
10461,5,17.7
10462,1,718.39
10462,2,393.17
10462,3,274.83
10462,4,530.56
10462,5,105.0
10463,1,40.52
10463,2,25.82
10463,3,18.5
10463,4,27.26
10463,5,5.85
10464,1,2426.87
10464,2,1428.48
10464,3,1113.05
10464,4,1975.24
10464,5,344.06
10465,1,15.98
10465,2,10.24
10465,3,6.93
10465,4,11.49
10465,5,2.17
10466,1,417.54
10466,2,227.74
10466,3,174.86
10466,4,281.64
10466,5,52.78
10467,1,384.28
10467,2,232.74
10467,3,161.0
10467,4,292.36
10467,5,59.81
10468,1,81.25
10468,2,47.23
10468,3,36.99
10468,4,57.07
10468,5,11.76
10469,1,357.1
10469,2,188.14
10469,3,136.9
10469,4,259.31
10469,5,47.31
10470,1,777.53
10470,2,500.79
10470,3,335.04
10470,4,577.1
10470,5,123.0
10471,1,483.04
10471,2,282.25
10471,3,201.6
10471,4,319.4
10471,5,71.37
10472,1,993.16
10472,2,644.8
10472,3,466.27
10472,4,706.45
10472,5,152.39
10473,1,142.19
10473,2,76.07
10473,3,58.33
10473,4,102.53
10473,5,18.46
10474,1,167.05
10474,2,88.58
10474,3,60.68
10474,4,111.91
10474,5,21.31
10475,1,1123.91
10475,2,649.52
10475,3,500.54
10475,4,789.54
10475,5,167.49
10476,1,84.07
10476,2,45.22
10476,3,37.61
10476,4,57.48
10476,5,12.04
10477,1,74.91
10477,2,36.25
10477,3,32.61
10477,4,45.43
10477,5,9.35
10478,1,435.45
10478,2,245.1
10478,3,170.36
10478,4,292.5
10478,5,61.99
10479,1,315.01
10479,2,165.8
10479,3,135.91
10479,4,217.11
10479,5,44.73
10480,1,960.86
10480,2,520.96
10480,3,349.1
10480,4,618.38
10480,5,122.99
10481,1,243.57
10481,2,136.55
10481,3,106.2
10481,4,163.2
10481,5,34.53
10482,1,254.13
10482,2,163.64
10482,3,116.48
10482,4,176.62
10482,5,38.06
10483,1,76.1
10483,2,46.11
10483,3,36.5
10483,4,52.35
10483,5,11.53
10484,1,65.41
10484,2,40.28
10484,3,31.37
10484,4,52.79
10484,5,9.24
10485,1,3279.95
10485,2,1942.39
10485,3,1373.01
10485,4,2040.03
10485,5,418.92
10486,1,163.95
10486,2,98.8
10486,3,68.98
10486,4,114.67
10486,5,22.22
10487,1,391.21
10487,2,201.74
10487,3,155.02
10487,4,271.95
10487,5,52.18
10488,1,1726.66
10488,2,1012.38
10488,3,740.09
10488,4,1170.68
10488,5,273.4
10489,1,468.87
10489,2,255.63
10489,3,215.99
10489,4,354.37
10489,5,63.85
10490,1,302.99
10490,2,147.34
10490,3,113.81
10490,4,204.09
10490,5,42.4
10491,1,100.9
10491,2,54.19
10491,3,40.89
10491,4,63.54
10491,5,13.11
10492,1,76.76
10492,2,48.5
10492,3,36.18
10492,4,60.94
10492,5,12.63
10493,1,305.98
10493,2,198.05
10493,3,135.93
10493,4,225.73
10493,5,51.55
10494,1,126.61
10494,2,79.69
10494,3,57.08
10494,4,101.67
10494,5,17.18
10495,1,275.28
10495,2,145.07
10495,3,112.87
10495,4,182.14
10495,5,35.03
10496,1,543.74
10496,2,320.93
10496,3,243.36
10496,4,377.27
10496,5,85.15
10497,1,448.8
10497,2,283.68
10497,3,196.51
10497,4,388.53
10497,5,74.07
10498,1,97.15
10498,2,55.73
10498,3,40.3
10498,4,71.49
10498,5,12.27
10499,1,118.16
10499,2,64.53
10499,3,51.47
10499,4,75.9
10499,5,16.09
10500,1,352.77
10500,2,204.24
10500,3,144.98
10500,4,229.66
10500,5,51.43
10501,1,296.38
10501,2,170.91
10501,3,153.31
10501,4,248.41
10501,5,49.94
10502,1,159.34
10502,2,91.96
10502,3,74.15
10502,4,126.93
10502,5,23.9
10503,1,106.21
10503,2,54.45
10503,3,39.69
10503,4,66.79
10503,5,14.85
10504,1,68.6
10504,2,37.22
10504,3,31.97
10504,4,47.55
10504,5,10.5
10505,1,902.05
10505,2,469.88
10505,3,383.24
10505,4,668.79
10505,5,124.17
10506,1,335.31
10506,2,193.54
10506,3,151.93
10506,4,233.81
10506,5,49.7
10507,1,134.13
10507,2,83.66
10507,3,55.48
10507,4,95.4
10507,5,17.8
10508,1,207.37
10508,2,109.39
10508,3,80.24
10508,4,145.93
10508,5,30.79
10509,1,807.65
10509,2,425.76
10509,3,357.64
10509,4,603.1
10509,5,123.14
10510,1,31.42
10510,2,20.22
10510,3,15.43
10510,4,25.36
10510,5,4.97
10511,1,366.8
10511,2,215.81
10511,3,174.49
10511,4,297.71
10511,5,56.27
10512,1,2292.93
10512,2,1277.54
10512,3,978.28
10512,4,1574.82
10512,5,353.52
10513,1,608.16
10513,2,341.73
10513,3,279.63
10513,4,440.58
10513,5,90.77
10514,1,527.18
10514,2,300.27
10514,3,206.44
10514,4,325.93
10514,5,76.32
10515,1,169.66
10515,2,91.23
10515,3,80.74
10515,4,114.06
10515,5,26.63
10516,1,375.32
10516,2,188.97
10516,3,132.16
10516,4,267.44
10516,5,51.41
10517,1,66.65
10517,2,32.76
10517,3,25.71
10517,4,47.92
10517,5,8.92
10518,1,102.49
10518,2,56.77
10518,3,44.52
10518,4,75.14
10518,5,14.65
10519,1,508.21
10519,2,311.09
10519,3,226.19
10519,4,352.39
10519,5,82.15
10520,1,2704.48
10520,2,1373.19
10520,3,1164.64
10520,4,2041.88
10520,5,385.28
10521,1,435.4
10521,2,215.06
10521,3,194.06
10521,4,292.57
10521,5,63.61
10522,1,2181.4
10522,2,1144.89
10522,3,914.42
10522,4,1451.87
10522,5,282.8
10523,1,99.05
10523,2,66.83
10523,3,44.32
10523,4,74.79
10523,5,16.59
10524,1,806.51
10524,2,494.49
10524,3,384.0
10524,4,597.63
10524,5,124.35
10525,1,108.8
10525,2,58.77
10525,3,43.1
10525,4,76.25
10525,5,15.39
10526,1,552.76
10526,2,324.98
10526,3,240.64
10526,4,385.32
10526,5,90.16
10527,1,59.96
10527,2,33.33
10527,3,25.64
10527,4,40.83
10527,5,7.91
10528,1,175.45
10528,2,105.66
10528,3,74.84
10528,4,124.98
10528,5,24.45
10529,1,818.66
10529,2,547.49
10529,3,353.35
10529,4,635.55
10529,5,123.19
10530,1,93.24
10530,2,58.95
10530,3,42.09
10530,4,71.18
10530,5,13.74
10531,1,3082.66
10531,2,1796.31
10531,3,1364.38
10531,4,2249.99
10531,5,502.88
10532,1,61.02
10532,2,35.02
10532,3,26.02
10532,4,41.5
10532,5,8.9
10533,1,106.74
10533,2,60.39
10533,3,41.47
10533,4,74.23
10533,5,15.31
10534,1,2417.61
10534,2,1253.48
10534,3,1024.76
10534,4,1811.16
10534,5,301.97
10535,1,1177.34
10535,2,632.57
10535,3,473.86
10535,4,944.7
10535,5,181.22
10536,1,89.04
10536,2,58.15
10536,3,37.97
10536,4,66.32
10536,5,14.84
10537,1,981.38
10537,2,551.78
10537,3,409.65
10537,4,632.37
10537,5,136.18
10538,1,54.95
10538,2,30.58
10538,3,21.7
10538,4,35.12
10538,5,7.63
10539,1,1309.14
10539,2,757.55
10539,3,512.8
10539,4,960.35
10539,5,187.46
10540,1,370.74
10540,2,208.23
10540,3,158.95
10540,4,284.35
10540,5,50.53
10541,1,482.65
10541,2,269.02
10541,3,202.98
10541,4,327.59
10541,5,61.99
10542,1,1724.69
10542,2,988.19
10542,3,676.18
10542,4,1224.31
10542,5,232.19
10543,1,182.06
10543,2,103.93
10543,3,79.58
10543,4,109.83
10543,5,23.07
10544,1,91.75
10544,2,58.13
10544,3,41.68
10544,4,68.78
10544,5,13.51
10545,1,935.66
10545,2,543.45
10545,3,425.86
10545,4,596.3
10545,5,139.02
10546,1,174.02
10546,2,99.2
10546,3,77.42
10546,4,121.68
10546,5,22.63
10547,1,108.11
10547,2,70.27
10547,3,52.2
10547,4,85.05
10547,5,15.45
10548,1,983.43
10548,2,620.34
10548,3,406.66
10548,4,764.38
10548,5,144.31
10549,1,514.42
10549,2,284.48
10549,3,207.89
10549,4,312.48
10549,5,69.68
10550,1,139.49
10550,2,89.6
10550,3,60.48
10550,4,96.65
10550,5,22.91
10551,1,1978.13
10551,2,979.47
10551,3,814.03
10551,4,1223.44
10551,5,248.87
10552,1,150.94
10552,2,89.96
10552,3,71.24
10552,4,117.27
10552,5,22.39
10553,1,258.97
10553,2,149.87
10553,3,114.7
10553,4,198.51
10553,5,40.15
10554,1,1375.03
10554,2,757.61
10554,3,532.26
10554,4,990.11
10554,5,170.75
10555,1,365.19
10555,2,221.92
10555,3,158.74
10555,4,294.85
10555,5,55.39
10556,1,551.92
10556,2,343.01
10556,3,263.5
10556,4,412.74
10556,5,77.94
10557,1,209.93
10557,2,131.22
10557,3,95.86
10557,4,160.76
10557,5,31.34
10558,1,407.37
10558,2,210.19
10558,3,177.96
10558,4,269.37
10558,5,53.36
10559,1,33.83
10559,2,20.74
10559,3,14.29
10559,4,22.91
10559,5,4.4
10560,1,18.32
10560,2,10.69
10560,3,7.68
10560,4,12.89
10560,5,2.4
10561,1,263.35
10561,2,170.54
10561,3,116.34
10561,4,206.99
10561,5,44.13
10562,1,619.87
10562,2,390.42
10562,3,259.26
10562,4,484.47
10562,5,93.82
10563,1,3308.7
10563,2,2115.77
10563,3,1689.97
10563,4,2552.4
10563,5,465.13
10564,1,1525.34
10564,2,923.89
10564,3,661.17
10564,4,1111.87
10564,5,235.92
10565,1,276.2
10565,2,150.89
10565,3,126.59
10565,4,185.39
10565,5,40.57
10566,1,773.54
10566,2,421.53
10566,3,326.16
10566,4,557.9
10566,5,103.72
10567,1,386.91
10567,2,220.67
10567,3,150.4
10567,4,249.33
10567,5,54.46
10568,1,461.52
10568,2,290.34
10568,3,209.58
10568,4,375.43
10568,5,68.68
10569,1,379.66
10569,2,227.65
10569,3,159.67
10569,4,257.86
10569,5,56.88
10570,1,435.6
10570,2,231.1
10570,3,179.03
10570,4,294.82
10570,5,54.59
10571,1,968.13
10571,2,579.3
10571,3,456.09
10571,4,795.2
10571,5,138.99
10572,1,347.37
10572,2,220.11
10572,3,141.66
10572,4,278.04
10572,5,50.22
10573,1,65.01
10573,2,40.33
10573,3,29.24
10573,4,47.32
10573,5,8.9
10574,1,874.06
10574,2,524.72
10574,3,378.24
10574,4,695.42
10574,5,127.66
10575,1,118.12
10575,2,63.21
10575,3,46.15
10575,4,82.7
10575,5,15.4
10576,1,607.87
10576,2,331.06
10576,3,251.38
10576,4,383.69
10576,5,81.57
10577,1,1725.97
10577,2,1041.59
10577,3,777.83
10577,4,1347.67
10577,5,235.69
10578,1,346.18
10578,2,194.74
10578,3,154.82
10578,4,253.52
10578,5,51.4
10579,1,97.67
10579,2,61.1
10579,3,49.31
10579,4,83.49
10579,5,15.92
10580,1,60.74
10580,2,40.62
10580,3,26.45
10580,4,44.64
10580,5,9.04
10581,1,258.38
10581,2,131.58
10581,3,113.94
10581,4,164.48
10581,5,34.63
10582,1,237.61
10582,2,139.17
10582,3,99.1
10582,4,180.78
10582,5,32.46
10583,1,883.99
10583,2,555.07
10583,3,371.84
10583,4,671.91
10583,5,117.78
10584,1,628.99
10584,2,358.56
10584,3,236.89
10584,4,430.84
10584,5,83.38
10585,1,811.89
10585,2,497.15
10585,3,386.64
10585,4,599.56
10585,5,128.9
10586,1,75.56
10586,2,41.01
10586,3,30.01
10586,4,52.32
10586,5,9.73
10587,1,142.07
10587,2,84.05
10587,3,67.25
10587,4,101.7
10587,5,20.31
10588,1,60.39
10588,2,36.06
10588,3,26.68
10588,4,46.19
10588,5,9.83
10589,1,117.31
10589,2,61.98
10589,3,50.91
10589,4,78.85
10589,5,16.93
10590,1,343.89
10590,2,195.47
10590,3,128.64
10590,4,214.21
10590,5,52.13
10591,1,137.55
10591,2,80.82
10591,3,54.4
10591,4,84.85
10591,5,19.59
10592,1,806.65
10592,2,413.8
10592,3,359.59
10592,4,591.51
10592,5,106.21
10593,1,412.62
10593,2,250.49
10593,3,167.32
10593,4,303.28
10593,5,55.9
10594,1,389.85
10594,2,266.38
10594,3,168.4
10594,4,325.68
10594,5,58.86
10595,1,506.18
10595,2,331.48
10595,3,218.08
10595,4,402.81
10595,5,71.83
10596,1,304.16
10596,2,165.07
10596,3,119.63
10596,4,225.08
10596,5,43.12
10597,1,141.73
10597,2,84.05
10597,3,60.91
10597,4,107.99
10597,5,20.08
10598,1,199.32
10598,2,110.05
10598,3,81.6
10598,4,150.16
10598,5,25.58
10599,1,432.76
10599,2,223.11
10599,3,193.28
10599,4,305.89
10599,5,61.77
10600,1,508.66
10600,2,246.04
10600,3,183.89
10600,4,321.38
10600,5,60.98
10601,1,126.16
10601,2,63.8
10601,3,45.83
10601,4,83.93
10601,5,17.97
10602,1,294.92
10602,2,198.52
10602,3,148.41
10602,4,227.53
10602,5,41.86
10603,1,108.45
10603,2,63.71
10603,3,44.44
10603,4,79.32
10603,5,15.15
10604,1,721.18
10604,2,452.18
10604,3,368.71
10604,4,562.07
10604,5,107.87
10605,1,373.71
10605,2,190.87
10605,3,151.15
10605,4,236.98
10605,5,48.98
10606,1,166.7
10606,2,90.72
10606,3,67.57
10606,4,119.67
10606,5,21.29
10607,1,50.78
10607,2,28.17
10607,3,19.4
10607,4,34.56
10607,5,6.48
10608,1,155.8
10608,2,94.56
10608,3,66.03
10608,4,111.58
10608,5,22.4
10609,1,104.22
10609,2,67.72
